song_id,artist_id,song_genre,user_id,n_listen,publish_year
386,316,5,969,11,2009
237,236,4,2901,7,2013
990,77,2,329,4,2009
655,476,1,2459,8,2007
632,450,5,1353,8,2005
993,499,1,2740,7,2009
497,4,5,2621,13,2014
397,38,1,1148,13,2008
271,111,5,2470,2,2005
998,263,5,2492,4,2014
842,262,5,2165,6,2005
362,422,1,1916,9,2013
868,301,4,1451,10,2006
411,439,2,1823,12,2016
197,135,4,829,7,2009
712,229,4,2709,9,2015
915,347,3,408,10,2011
987,216,1,865,5,2005
383,336,4,1041,14,2002
402,218,4,1818,11,2001
970,128,3,2508,4,2008
120,448,2,2094,15,2016
280,238,2,2859,1,2020
395,117,1,1383,1,2021
462,13,4,2990,2,2005
203,222,4,1623,1,2013
101,134,2,1022,12,2017
174,191,2,2199,5,2002
595,79,1,327,12,2000
473,467,3,1542,3,2020
190,46,5,124,9,2014
127,322,3,1058,2,2005
652,33,3,1126,9,2014
692,409,4,86,10,2006
596,369,3,454,0,2008
229,246,3,1201,5,2002
300,143,3,1993,10,2018
387,275,5,1126,11,2005
6,431,1,2315,6,2018
424,144,5,349,2,2007
876,237,1,2986,10,2004
205,76,3,2811,10,2006
80,140,5,1250,11,2011
313,352,2,2021,13,2016
944,343,4,1395,4,2018
388,449,2,42,14,2006
529,487,1,2958,6,2011
993,443,5,2339,0,2021
117,134,5,1370,15,2010
724,234,1,552,11,2013
954,190,5,498,8,2012
763,407,2,2884,3,2010
404,474,1,1924,6,2015
433,270,3,2175,2,2014
135,152,2,665,15,2005
176,351,5,603,10,2014
610,61,5,560,10,2003
690,320,4,1634,0,2001
63,214,3,380,1,2001
168,456,3,498,11,2015
509,341,5,949,12,2002
980,106,5,1006,2,2019
848,450,2,2105,13,2006
371,436,5,20,10,2021
331,417,3,2224,5,2019
776,445,3,2597,10,2021
587,185,5,408,2,2008
465,402,5,452,14,2014
236,374,2,753,2,2021
810,424,5,1147,5,2002
565,12,4,2126,14,2009
49,103,3,1026,3,2013
778,482,3,478,15,2008
943,253,5,2542,0,2001
675,11,4,2863,5,2013
337,428,5,1694,12,2011
6,265,5,2866,3,2014
598,230,5,1615,1,2007
655,99,3,603,13,2021
342,112,1,1565,11,2000
686,48,2,2182,1,2011
82,422,4,2338,13,2004
404,235,1,2370,15,2003
79,275,2,1979,13,2015
765,268,5,2378,7,2001
207,444,5,121,2,2004
749,358,2,1995,8,2008
346,316,3,925,7,2001
79,83,2,274,8,2016
634,311,2,2516,1,2005
357,115,5,722,1,2021
187,53,4,256,2,2015
886,266,4,2456,4,2002
737,451,5,1654,15,2014
419,335,4,2223,0,2002
186,191,5,2517,2,2012
268,160,1,793,7,2013
586,235,4,556,0,2018
94,42,3,861,1,2003
492,236,2,79,1,2020
886,491,2,684,6,2020
137,459,3,1924,7,2015
107,224,1,1200,1,2009
728,426,2,419,12,2002
166,51,5,2572,12,2013
955,467,3,422,0,2016
679,432,1,2774,9,2010
547,42,4,2050,12,2014
693,69,2,1106,1,2002
179,320,3,2067,10,2008
255,82,5,1096,3,2002
968,6,3,278,9,2012
527,468,4,2854,10,2007
164,107,3,2682,3,2014
969,468,1,1037,13,2002
486,18,4,813,14,2009
128,93,1,235,8,2014
771,455,4,1532,2,2019
995,99,4,1992,14,2021
278,123,3,1690,10,2005
559,445,1,2389,3,2008
386,476,2,2942,15,2017
907,435,5,1617,9,2009
313,57,1,935,0,2005
208,178,3,1674,8,2017
125,51,4,2180,15,2001
147,492,3,2042,5,2003
50,95,2,927,3,2009
989,245,4,2748,15,2011
877,167,4,1428,6,2011
317,204,5,2069,10,2003
175,331,4,1895,8,2002
81,279,1,2106,2,2016
324,27,1,606,1,2019
881,468,3,1991,6,2005
479,33,1,63,13,2010
993,323,2,1832,1,2017
743,84,1,831,11,2021
610,51,2,1651,2,2016
363,446,1,2667,9,2014
238,331,1,2127,1,2004
224,259,4,359,9,2004
323,4,4,1309,15,2019
264,116,1,1406,13,2016
157,20,3,1978,13,2012
420,78,1,435,1,2005
517,446,1,2484,0,2010
210,470,5,224,4,2014
712,487,3,2004,7,2009
160,124,5,1905,10,2019
539,33,5,680,5,2007
314,354,3,988,10,2010
426,115,3,2296,4,2018
499,30,3,1861,8,2020
575,231,2,938,10,2006
124,465,3,2151,10,2016
453,257,1,1619,10,2015
692,36,3,141,8,2009
126,409,1,1432,10,2011
444,483,4,1496,12,2002
122,3,3,552,0,2001
800,468,2,1845,14,2011
902,410,1,1888,10,2006
665,103,5,764,5,2016
587,290,4,667,8,2009
753,382,2,1759,5,2015
659,201,4,2800,4,2007
64,315,1,2847,12,2006
609,451,5,2655,3,2013
771,312,3,365,4,2009
489,482,3,2730,13,2002
213,260,3,2787,1,2017
112,37,5,1729,9,2014
792,425,3,1211,3,2021
692,372,3,2966,0,2013
289,91,4,898,14,2009
340,348,3,1722,11,2011
396,172,1,1185,6,2000
196,26,2,387,10,2002
797,34,4,45,2,2000
133,261,3,2559,0,2016
432,233,1,1520,6,2014
372,245,5,2133,5,2010
508,376,5,2845,13,2015
731,171,3,1175,11,2019
29,366,4,903,13,2019
482,192,4,647,3,2005
968,488,1,2239,2,2016
169,193,4,182,8,2016
995,244,4,2237,13,2019
521,270,5,523,1,2016
952,497,4,2109,12,2007
281,463,4,1136,6,2006
647,382,1,1995,12,2012
206,99,3,1690,0,2006
344,330,3,1045,5,2004
52,4,1,510,15,2017
93,375,1,1693,12,2015
665,396,4,1194,0,2000
868,410,4,1733,12,2008
988,466,5,2441,11,2021
833,90,1,1096,4,2008
752,350,3,2455,3,2018
736,421,4,1089,7,2009
144,346,1,2459,5,2007
538,38,5,2753,10,2005
823,397,3,286,10,2009
714,128,5,1467,6,2006
90,81,4,1928,8,2017
589,31,2,435,12,2010
233,44,2,2573,9,2005
521,17,4,1319,10,2006
78,64,1,2905,1,2009
278,400,5,584,3,2015
379,289,5,2675,13,2019
103,442,2,2951,11,2005
343,316,3,1199,4,2001
146,489,5,711,9,2021
74,98,1,1468,14,2016
60,68,3,2711,6,2006
505,435,5,326,1,2005
916,36,2,1865,1,2011
969,125,3,2689,11,2021
364,82,2,1791,0,2010
83,214,5,416,5,2019
781,465,5,2873,11,2015
243,367,5,1492,2,2013
181,164,4,2985,12,2009
457,164,1,499,15,2007
981,6,2,738,3,2004
480,347,5,953,8,2016
933,420,3,2678,15,2010
879,194,2,442,4,2019
119,254,2,1989,1,2004
6,452,1,1131,4,2002
92,210,4,1549,2,2001
936,230,4,2665,5,2005
780,374,1,2726,10,2008
19,307,5,620,15,2006
987,305,1,1113,11,2001
607,134,3,971,9,2009
361,175,3,2273,6,2012
83,196,1,2596,6,2014
462,202,5,1548,8,2019
236,346,3,343,5,2015
88,326,3,144,8,2020
631,330,3,1506,10,2017
473,347,1,2761,7,2010
29,384,1,2067,10,2012
288,307,5,2767,7,2020
123,400,1,756,1,2009
286,34,4,1160,14,2005
199,368,5,2822,10,2011
572,445,1,2092,0,2021
557,210,1,2323,1,2006
129,106,5,2643,3,2008
769,490,3,2276,1,2002
645,267,4,489,4,2013
828,20,5,708,14,2003
633,172,3,427,6,2002
380,326,2,2124,13,2008
886,122,2,1545,2,2020
769,363,4,708,10,2009
298,464,5,2753,2,2015
153,32,1,457,13,2010
732,191,5,1033,3,2001
453,120,3,1364,11,2012
657,221,2,239,12,2021
28,140,3,1804,1,2003
853,448,5,2785,8,2017
847,150,1,28,14,2002
238,350,3,86,7,2012
839,67,3,1679,1,2010
187,306,5,2652,6,2016
486,106,5,1569,9,2020
900,402,4,2869,7,2016
653,31,4,905,2,2012
544,222,5,2082,0,2001
263,271,4,1821,7,2006
453,37,4,2726,3,2019
18,230,3,62,15,2001
855,455,1,439,9,2009
969,315,5,2634,4,2021
225,89,4,303,11,2003
364,19,5,1842,4,2013
300,82,3,1228,11,2005
67,25,3,667,13,2012
520,187,5,1967,2,2003
229,302,2,421,12,2015
981,500,1,1989,8,2000
438,464,4,1509,7,2018
262,425,5,702,3,2009
910,449,2,2300,3,2007
497,417,4,753,15,2009
360,316,1,2967,12,2005
527,333,5,412,2,2004
280,207,3,1066,4,2003
469,22,2,2595,8,2010
214,248,3,2686,3,2005
277,410,2,1943,11,2008
419,279,5,462,12,2004
526,39,3,2474,10,2010
628,31,1,418,5,2012
258,256,5,1066,15,2021
2,455,5,803,11,2007
68,366,3,964,7,2017
590,170,5,2086,10,2020
154,35,5,1091,2,2005
13,312,3,1122,2,2009
498,126,3,1511,10,2003
670,495,2,819,5,2016
685,62,3,1748,11,2006
774,493,3,866,15,2008
329,186,3,1479,8,2019
311,316,3,2707,3,2008
588,72,4,847,3,2008
400,173,3,2729,15,2008
756,179,4,554,13,2018
785,333,3,2477,2,2012
175,122,5,1741,5,2004
607,428,5,1913,2,2013
447,146,3,1017,0,2012
340,76,1,2207,2,2008
607,71,4,1011,9,2015
749,352,2,2911,11,2010
553,451,2,802,3,2013
480,215,1,649,9,2016
160,333,3,2182,11,2018
909,377,3,568,12,2005
713,121,1,980,1,2008
964,246,3,496,4,2011
813,380,4,556,12,2000
223,230,5,2462,10,2010
762,338,2,2724,4,2011
593,241,5,2374,8,2018
849,59,4,367,2,2003
145,356,2,2846,2,2013
988,289,4,2940,6,2020
706,294,2,2645,1,2006
671,37,1,328,0,2002
671,499,4,1664,6,2000
312,258,1,413,0,2017
597,83,5,1979,2,2007
447,398,4,1181,8,2008
22,453,2,651,14,2003
749,181,5,1822,8,2019
233,316,5,1354,5,2010
5,126,2,826,10,2014
191,353,4,2275,6,2014
672,63,1,2730,6,2016
898,404,5,489,6,2018
78,56,5,2377,7,2015
656,410,4,2198,4,2021
944,302,3,2125,11,2001
43,340,1,2923,8,2019
336,218,4,2977,11,2000
726,139,3,1114,4,2018
431,361,5,312,12,2000
485,79,5,1826,7,2006
917,31,4,1214,12,2019
885,62,2,1940,14,2013
519,336,3,2298,13,2001
236,151,1,2578,0,2015
417,354,3,2845,6,2002
155,128,2,546,13,2020
829,78,4,1143,7,2017
292,207,4,1385,3,2002
230,32,4,183,9,2019
900,348,5,857,6,2011
163,237,5,541,11,2020
428,348,3,778,2,2004
748,433,4,2943,11,2005
729,43,3,2255,14,2006
849,105,4,2783,0,2019
196,489,5,1540,4,2020
612,263,3,1722,10,2013
600,236,4,1602,15,2009
131,277,1,2566,10,2000
33,414,5,2913,4,2012
998,82,4,2690,9,2004
151,465,3,1690,13,2010
20,302,2,2962,12,2017
73,116,5,2698,0,2020
135,3,3,1277,0,2016
760,437,2,1227,8,2000
100,162,2,991,9,2012
736,249,1,893,15,2019
881,173,3,811,10,2007
614,172,1,1403,9,2005
41,362,5,1983,8,2001
338,481,3,1452,8,2005
283,243,3,1672,9,2011
554,437,5,940,4,2014
883,100,5,2137,15,2005
211,52,4,39,13,2008
211,121,2,2927,1,2017
985,466,4,1010,9,2017
824,485,5,1908,10,2014
70,111,5,1295,0,2010
960,279,3,560,8,2005
258,491,4,568,15,2000
146,322,3,1494,4,2019
286,54,1,2160,7,2015
312,90,2,770,4,2021
50,397,5,2319,15,2018
492,475,1,2630,1,2017
839,228,5,710,13,2009
411,41,5,1831,7,2002
86,123,3,1286,12,2012
586,46,3,1287,15,2015
18,90,2,2428,5,2005
355,121,1,1772,14,2002
794,366,2,2357,14,2009
729,289,3,2116,12,2007
281,260,2,290,11,2010
847,63,4,2312,9,2001
516,258,1,548,4,2014
666,130,4,2778,13,2017
548,393,2,2166,14,2004
311,1,3,1271,1,2011
934,184,4,2023,9,2007
251,244,4,1618,10,2002
142,442,1,2509,1,2015
860,117,2,2950,3,2009
717,350,1,2884,15,2019
555,205,4,1953,3,2009
957,250,5,2639,4,2007
483,84,5,2118,9,2015
374,163,1,2828,14,2007
341,144,2,1193,11,2014
12,175,4,1272,11,2007
192,297,2,1197,4,2021
511,257,3,2287,7,2016
1,227,2,2144,7,2010
78,480,2,1597,4,2004
207,212,1,847,5,2021
132,208,4,960,9,2000
82,389,4,1581,13,2014
613,440,1,810,6,2005
811,256,3,1130,9,2012
412,82,2,2042,7,2003
904,292,1,1885,15,2019
781,144,4,2580,0,2003
142,216,2,1226,5,2014
492,462,5,104,8,2013
184,440,1,1756,10,2003
42,25,3,2031,12,2020
775,428,2,1808,12,2005
781,222,1,1468,2,2018
921,450,1,850,11,2009
19,177,2,2616,8,2004
780,84,1,637,2,2010
7,466,3,2488,12,2017
576,23,4,1944,15,2007
87,475,2,2840,3,2016
898,119,2,486,0,2011
24,153,1,693,5,2016
949,301,3,1342,3,2003
811,93,2,904,4,2009
56,3,1,532,0,2007
798,80,2,2331,3,2021
276,320,4,1472,0,2016
384,390,5,354,14,2012
714,363,1,2590,5,2017
122,437,5,1206,0,2009
190,271,3,340,5,2015
726,160,3,2625,10,2005
652,181,3,2807,15,2016
47,276,3,911,13,2020
611,382,3,838,2,2012
644,500,1,619,5,2015
953,80,1,2659,12,2015
449,457,1,1694,5,2002
843,91,2,710,10,2002
2,471,4,1209,10,2017
629,121,1,1308,4,2010
258,3,1,927,7,2013
930,105,4,1634,2,2011
682,74,4,875,14,2016
40,272,4,2406,7,2021
797,12,3,1860,1,2006
415,90,1,2339,12,2007
220,490,2,2991,15,2002
958,307,4,1480,9,2009
745,441,3,2795,14,2012
95,48,5,1574,5,2015
408,10,2,2940,8,2015
656,354,5,2388,11,2019
752,409,1,376,10,2011
742,329,2,2424,0,2002
242,456,4,2113,12,2001
433,166,2,232,0,2013
78,32,4,2677,4,2018
922,406,1,6,13,2009
289,246,2,39,12,2021
613,192,5,1607,8,2005
19,314,5,722,13,2016
844,54,5,737,15,2011
242,143,5,2151,3,2006
404,413,3,1008,14,2013
668,226,1,1206,0,2016
596,221,2,124,6,2008
983,429,4,2072,3,2008
194,19,2,815,13,2017
900,479,3,1957,11,2021
179,272,3,202,8,2000
721,77,1,1729,7,2007
830,214,4,2782,1,2013
972,25,2,2937,12,2001
783,188,4,990,3,2008
608,44,3,1456,5,2000
758,189,4,2292,15,2004
5,498,1,2354,15,2009
736,198,3,1619,5,2007
249,382,5,1685,9,2005
202,122,5,1985,11,2021
336,2,2,1227,13,2012
481,306,4,636,3,2005
82,285,3,1588,14,2002
889,179,4,971,13,2002
174,50,1,1495,12,2021
163,157,3,715,15,2006
914,499,2,2994,3,2011
840,362,1,1182,12,2000
129,159,2,757,12,2004
977,15,1,1592,10,2019
367,5,3,2576,1,2014
218,22,4,231,10,2008
328,323,1,448,15,2019
522,213,1,572,5,2019
397,365,5,239,15,2010
480,6,2,2019,1,2018
736,249,5,607,15,2002
116,311,5,1789,14,2001
429,70,2,2400,7,2005
102,435,5,1472,6,2002
100,62,2,1749,10,2015
110,82,5,2904,4,2010
196,404,4,1994,12,2013
569,448,5,2414,6,2000
96,47,2,60,13,2008
65,493,3,560,10,2001
534,430,2,1010,6,2016
87,243,2,1956,15,2002
12,308,3,2057,5,2010
813,350,3,811,0,2005
746,424,3,912,12,2014
786,333,2,1120,6,2010
195,153,5,2839,7,2021
924,65,4,621,9,2017
737,58,2,2841,12,2011
246,245,1,1228,4,2005
111,297,1,2335,13,2006
946,274,3,53,2,2017
212,116,2,275,7,2021
925,498,1,2933,9,2009
928,446,4,356,12,2014
251,436,3,2653,5,2021
579,273,3,2529,15,2018
90,136,1,1055,0,2001
728,463,4,853,1,2007
650,96,2,2586,1,2011
423,26,4,2027,15,2014
159,124,3,1765,15,2019
550,453,5,1249,13,2021
764,58,3,783,8,2001
780,416,2,1754,13,2016
276,82,1,1945,5,2021
129,204,4,797,4,2012
655,52,5,2453,2,2014
555,175,4,746,5,2012
219,156,2,2396,10,2013
818,99,4,336,8,2013
508,338,4,268,1,2016
478,483,5,2452,1,2008
746,61,5,1231,7,2011
64,184,4,2698,11,2009
343,75,3,244,1,2021
100,77,2,177,1,2006
544,330,4,2595,13,2000
429,385,2,637,12,2000
828,106,1,162,12,2008
842,263,1,2963,3,2010
328,441,1,2393,11,2013
156,474,1,2163,1,2002
537,121,1,1336,1,2012
774,232,3,1866,14,2016
456,441,2,2067,15,2011
453,381,5,1226,1,2010
468,194,2,1618,3,2015
332,116,4,554,14,2016
510,18,2,113,6,2010
821,261,1,1270,14,2003
842,3,5,1017,13,2016
301,105,1,1396,3,2011
45,308,1,895,11,2008
210,287,3,1605,15,2008
212,248,2,1264,6,2020
506,98,2,744,1,2021
484,111,3,1778,1,2015
40,391,5,744,10,2014
76,115,2,72,9,2018
654,335,4,714,11,2008
726,194,1,2722,11,2013
152,176,3,2384,5,2018
317,117,5,2759,7,2010
209,17,5,504,2,2011
516,171,5,2339,5,2003
567,3,5,661,15,2007
4,261,2,1232,1,2016
655,86,3,2457,13,2013
612,218,5,1694,13,2014
202,445,3,352,15,2002
977,435,4,1566,15,2021
547,98,4,520,10,2006
980,262,5,953,9,2004
405,271,4,1944,2,2018
711,14,3,1758,3,2016
698,16,3,256,13,2016
417,211,1,1134,1,2004
802,98,3,1187,9,2000
842,216,1,354,8,2009
8,445,5,2680,13,2016
360,199,2,670,12,2011
515,455,2,698,8,2002
471,300,1,1387,6,2004
604,332,1,549,6,2010
387,324,2,1641,10,2002
991,181,3,2374,5,2009
237,7,4,2271,8,2000
261,240,1,105,8,2012
443,297,5,692,5,2009
219,343,1,32,10,2002
201,394,5,2788,1,2008
544,166,4,1754,15,2013
656,127,2,845,6,2005
939,49,1,1749,9,2009
752,160,5,782,10,2007
842,220,5,1297,12,2016
119,152,4,563,6,2001
894,142,5,2531,10,2001
265,444,4,468,10,2008
140,201,1,851,1,2018
297,345,4,2367,0,2011
641,187,1,830,1,2001
778,42,1,1957,5,2018
576,343,2,1455,4,2013
659,244,3,362,1,2018
448,201,4,329,9,2021
925,136,5,370,13,2014
910,111,2,469,4,2001
964,460,4,1215,5,2002
865,133,2,1409,5,2013
147,231,4,803,11,2020
401,3,5,1358,1,2006
231,14,5,282,14,2011
338,180,2,1593,8,2009
832,345,4,1476,5,2019
462,470,1,1183,8,2010
419,426,4,2796,10,2003
801,460,1,214,10,2014
251,71,1,2550,10,2000
745,426,1,1935,8,2007
637,239,3,828,3,2020
105,397,2,1379,11,2002
563,55,2,1669,7,2018
53,254,2,1196,0,2012
124,234,3,154,15,2005
37,408,3,1047,11,2015
757,331,1,2277,15,2005
268,494,1,1855,7,2009
572,380,5,1175,10,2008
248,251,3,1931,13,2014
746,417,5,61,2,2009
114,178,4,1356,6,2009
959,261,2,1593,11,2002
586,170,4,2006,0,2015
644,241,5,736,12,2008
682,466,5,304,7,2004
416,394,4,1121,6,2011
170,387,3,167,6,2010
682,392,1,2363,15,2002
588,292,2,951,11,2015
188,334,5,2535,10,2009
121,287,4,2316,11,2013
522,12,1,1680,3,2009
991,143,2,90,11,2006
577,428,5,507,2,2015
77,189,2,811,5,2001
50,372,2,1034,11,2004
896,219,5,1485,0,2008
35,175,4,2166,11,2012
709,80,4,1572,0,2015
39,112,3,2635,4,2002
793,449,2,1575,2,2005
419,180,4,901,14,2002
344,49,2,1344,6,2001
349,12,2,2883,9,2009
635,87,5,2660,8,2013
419,418,3,2761,2,2014
866,424,2,973,8,2012
573,138,3,2070,1,2004
398,410,5,852,1,2013
20,106,5,135,9,2008
505,110,4,2067,8,2002
65,288,3,1007,14,2002
40,311,1,837,12,2011
811,406,4,404,1,2014
105,388,4,538,9,2010
38,354,5,2708,4,2011
123,368,4,2648,6,2019
281,218,4,1570,5,2020
611,48,2,742,1,2007
24,134,2,321,15,2015
627,121,4,2470,15,2003
421,467,5,2563,3,2013
20,125,5,848,8,2020
670,484,2,1378,1,2017
598,28,2,2644,10,2000
768,265,1,632,9,2005
307,460,1,785,13,2019
582,57,1,1621,9,2014
791,282,3,71,3,2005
