book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2994,21,2,14215,402,1,44,2018,95,5
207,295,6,6199,602,1,19,2003,8,1
1914,367,7,15023,700,6,6,2013,174,3
2852,102,4,13550,390,4,46,2014,197,5
901,292,9,12970,247,10,27,2011,8,6
2460,190,2,11719,123,3,3,2000,20,4
2858,260,8,12031,440,3,35,2016,149,5
2524,369,10,28339,622,3,36,2006,102,7
538,131,6,16502,642,3,4,2021,130,4
1369,417,8,1479,613,4,30,2006,42,1
1225,424,8,947,406,8,42,2010,32,5
1586,95,6,21311,530,9,39,2005,192,1
1752,58,9,6329,189,1,19,2018,143,7
620,355,3,6483,446,2,12,2012,185,6
1977,58,10,28529,255,10,43,2006,143,7
446,255,5,13201,691,5,34,2008,200,4
2080,448,5,18693,282,2,48,2009,14,6
1443,429,4,28857,182,7,20,2013,130,2
2548,141,4,21673,323,7,10,2017,156,5
1585,301,7,19728,261,2,16,2010,183,2
1572,93,6,26859,86,9,20,2008,46,2
1440,51,4,27096,389,4,28,2017,20,3
2402,303,8,26220,563,5,45,2006,27,5
534,51,5,26730,560,10,20,2005,80,2
412,418,7,19142,218,6,29,2016,113,3
1251,380,3,18665,87,2,24,2020,22,5
1183,231,10,12065,565,4,25,2014,167,4
643,185,10,27466,147,4,32,2002,50,1
1583,38,4,25324,546,9,34,2020,155,3
49,16,8,10009,506,1,30,2002,63,3
2306,99,8,1969,180,8,35,2005,90,4
508,24,9,13835,183,3,25,2011,39,3
2167,348,5,21368,539,1,37,2007,36,2
785,76,6,24717,266,2,30,2004,172,3
2937,49,10,25820,700,2,17,2002,55,6
949,262,6,2817,294,8,8,2007,58,5
1412,382,7,9112,432,7,15,2015,82,3
2953,133,8,4552,677,6,32,2010,32,6
1841,14,10,29670,308,8,38,2021,27,3
1281,10,4,23070,328,8,37,2014,136,6
2112,358,7,20038,102,9,44,2014,52,5
127,320,2,19690,99,10,31,2014,135,3
2254,184,7,8131,324,1,35,2010,118,5
1538,144,5,13458,148,4,17,2019,172,6
2136,145,6,10107,535,9,32,2021,108,7
1619,126,2,19016,650,1,22,2013,187,4
2067,116,8,2607,518,10,43,2010,197,4
1388,149,6,20183,119,1,12,2005,101,2
1155,126,8,25663,505,2,32,2009,66,3
1178,181,10,7614,184,6,35,2006,178,2
1383,304,9,11577,290,1,49,2018,58,1
2683,89,10,10582,160,1,45,2003,74,5
1476,101,3,20382,618,6,4,2021,190,1
1843,277,6,6744,640,3,47,2017,147,1
771,325,5,22716,505,3,49,2004,115,7
696,190,5,16960,234,1,44,2012,13,7
1908,3,4,21892,599,5,27,2003,180,2
177,221,5,18029,539,10,49,2008,62,7
698,63,9,16101,631,8,6,2003,80,7
354,136,2,13049,657,8,28,2011,153,6
1499,276,2,28694,645,3,35,2016,140,7
2895,407,6,24613,262,5,49,2002,168,4
495,301,1,9627,499,3,12,2009,110,3
195,383,3,23787,233,5,8,2006,139,7
1963,382,7,5182,141,10,20,2012,105,7
1820,57,5,13620,484,3,33,2000,107,2
871,266,3,10228,497,2,9,2020,154,4
2289,177,1,8572,85,4,2,2002,90,6
2699,251,8,4442,91,5,19,2000,133,5
1599,70,4,10733,413,2,28,2012,141,5
1563,340,1,20683,89,9,11,2018,77,4
1891,224,2,8791,444,8,42,2009,3,3
1498,418,5,15124,205,3,38,2017,16,1
2855,269,1,4209,437,1,24,2017,53,4
2937,417,4,3675,303,5,32,2019,25,6
560,265,5,13349,147,1,17,2021,190,6
2979,126,8,20699,659,1,13,2007,99,3
1600,441,10,4025,270,8,8,2017,20,5
2112,266,9,5860,585,7,15,2020,11,6
26,165,9,512,82,9,44,2016,186,3
83,425,5,26889,99,6,41,2012,179,4
2012,401,8,17220,509,6,26,2005,111,1
2763,364,3,5334,686,9,38,2008,104,2
2541,319,1,14485,509,4,17,2009,190,1
2371,334,7,15685,586,3,35,2013,41,4
912,331,2,6380,300,6,30,2014,28,5
9,326,9,8418,694,7,13,2018,34,2
2250,61,10,10325,298,9,38,2004,155,5
889,183,6,24798,175,4,19,2000,5,5
2802,135,10,20761,681,2,32,2020,87,6
225,430,4,12225,437,7,45,2014,122,1
1685,146,10,17478,453,7,28,2012,127,7
1273,196,6,3238,483,8,4,2013,183,3
330,66,1,11653,221,7,49,2013,176,5
765,423,6,2430,307,10,11,2007,160,7
2074,309,7,113,452,6,23,2016,6,4
106,183,10,18074,103,10,10,2012,195,4
2068,263,10,6243,404,3,37,2016,110,2
2918,254,7,13310,585,4,14,2001,99,2
934,156,9,26798,540,2,2,2001,61,4
1870,410,2,141,410,7,17,2016,122,6
2512,144,8,26104,77,7,34,2009,12,7
1164,60,7,7567,381,6,39,2017,129,6
1896,119,2,25152,92,5,24,2008,164,2
1798,170,3,3313,225,10,14,2015,103,2
2081,135,5,1566,199,8,46,2014,65,7
1225,385,4,5834,137,6,43,2011,111,1
706,19,7,18567,176,3,3,2017,30,5
1736,79,4,3637,377,9,47,2021,175,1
221,115,2,6632,698,8,30,2015,53,3
2120,413,8,22476,118,8,5,2013,185,4
1060,223,1,8949,169,5,37,2017,86,2
761,310,3,27012,533,3,1,2013,185,7
2916,345,3,14792,155,3,4,2011,5,7
202,237,2,26955,299,10,2,2020,86,4
1043,348,7,28989,416,2,1,2017,121,5
2105,353,4,25823,503,5,49,2015,62,2
1852,287,2,12821,626,7,3,2014,179,4
1085,39,9,6266,328,5,16,2021,71,6
2081,431,1,7425,605,8,4,2019,92,7
2129,191,10,20871,499,5,8,2012,80,3
2401,211,2,24111,379,1,43,2018,20,6
2856,227,9,17524,261,6,23,2017,60,7
2610,142,1,5210,231,8,17,2019,96,2
2838,378,2,27723,371,5,8,2015,79,6
1596,69,7,19227,515,8,23,2012,87,5
698,419,1,10662,597,1,15,2011,116,7
145,26,2,24865,418,8,32,2008,92,1
1117,185,5,14966,483,7,50,2020,105,2
2249,88,4,17498,162,1,40,2017,8,4
1890,433,8,29736,253,9,11,2018,39,6
1641,149,5,27741,194,8,3,2016,195,5
2385,152,2,24458,585,10,32,2018,100,6
2781,64,4,453,384,4,30,2014,140,2
742,238,3,6305,643,7,34,2007,154,1
2427,418,7,672,610,6,33,2011,2,7
2067,2,6,17339,509,5,28,2003,164,2
257,227,2,4812,135,4,41,2004,132,7
719,263,10,17781,291,2,17,2012,186,7
2138,80,4,22141,457,4,43,2011,135,5
1826,97,10,4635,516,1,10,2002,31,5
2035,269,1,29436,560,1,12,2017,94,6
2381,53,3,2732,292,3,36,2020,157,6
64,441,10,17750,557,1,10,2019,50,2
1212,67,4,16944,155,4,48,2021,89,4
1292,23,9,15318,458,6,23,2009,107,1
253,346,4,28256,576,9,39,2015,46,1
997,2,2,22941,237,5,29,2013,74,7
956,430,9,11440,307,6,46,2008,6,6
2653,378,8,8635,291,2,38,2015,101,4
2763,67,5,23918,583,8,48,2004,143,7
2362,238,7,28209,317,3,5,2020,119,1
552,422,4,29367,112,3,9,2001,72,6
2467,375,3,3763,350,10,23,2016,52,3
1558,346,4,22216,483,6,39,2010,40,7
2938,126,2,28404,430,2,39,2007,197,7
2124,165,5,91,135,3,50,2002,10,7
1887,327,3,28761,270,9,32,2003,157,2
641,123,10,12,232,7,7,2000,142,6
115,362,5,24729,417,7,10,2012,131,5
1464,358,4,22874,145,6,42,2018,98,3
380,249,2,27790,136,8,48,2019,9,7
1724,196,2,7934,288,9,39,2014,103,4
2359,148,9,13423,632,5,40,2015,24,6
718,221,5,5311,540,7,22,2010,137,4
403,120,1,27532,146,6,50,2010,57,5
707,308,2,1084,472,8,41,2006,62,3
2654,416,6,428,311,1,25,2013,52,2
1790,373,4,23040,446,10,25,2009,142,7
132,125,7,786,699,6,16,2002,183,5
1391,377,6,22995,630,1,34,2012,181,6
1816,337,9,3321,667,3,3,2005,191,1
1220,242,1,6525,466,9,6,2000,35,4
2967,138,9,20806,610,9,33,2020,51,7
1181,178,5,12174,375,10,2,2012,185,1
1615,8,10,8399,194,2,12,2005,60,7
772,411,3,14859,612,8,19,2014,120,2
2094,258,2,9117,149,4,2,2000,64,4
1610,16,2,10725,433,9,28,2014,38,3
2391,242,6,16819,676,7,38,2001,71,4
1925,307,5,25414,476,5,7,2017,55,6
1761,137,2,9563,605,7,43,2014,26,6
1324,131,6,14450,338,9,25,2016,28,1
1790,15,6,17530,644,1,31,2004,147,6
1549,395,8,23778,195,2,32,2000,158,7
1189,118,3,19086,621,8,41,2013,159,3
782,315,4,8102,158,8,26,2012,111,3
2225,29,6,11647,587,1,36,2020,23,2
1392,236,7,23192,513,7,9,2009,147,5
649,228,1,20734,153,6,40,2012,73,7
39,177,6,23115,327,3,21,2017,26,5
537,365,10,21628,546,3,21,2018,138,4
1088,245,9,18770,263,8,27,2019,80,2
268,144,4,4586,403,9,20,2017,87,6
1206,169,7,988,241,3,32,2011,145,7
2090,52,7,13337,155,1,5,2015,61,1
2800,243,7,210,97,7,21,2009,69,7
1816,339,9,18910,134,5,7,2019,27,4
2410,173,7,7461,443,2,31,2020,21,3
258,217,5,9146,500,5,44,2003,24,5
1847,332,10,23557,303,4,3,2005,88,4
1722,101,5,14681,665,2,42,2010,11,6
284,66,4,2941,530,5,4,2000,135,4
2964,132,7,8450,275,1,4,2007,55,6
2997,299,3,6937,105,7,9,2013,81,1
2521,219,5,11169,587,1,45,2011,194,2
765,104,4,23293,84,8,1,2002,167,7
1500,261,1,1242,217,4,3,2015,135,4
1135,256,2,11110,457,3,43,2007,105,4
1922,169,8,8288,436,7,7,2003,136,3
1706,31,4,4693,455,8,43,2008,192,5
278,362,1,10535,203,6,40,2019,200,2
2365,432,2,23864,572,6,15,2014,133,7
2019,136,3,14312,120,1,39,2008,175,2
1788,170,10,14765,208,9,42,2014,127,7
1331,85,10,18983,388,9,18,2013,72,7
1177,200,10,22846,412,5,23,2005,99,6
2336,372,7,27462,596,5,5,2012,103,2
2455,428,8,2510,538,2,27,2005,193,7
1033,413,4,3123,498,9,5,2014,25,7
1479,53,10,15159,678,5,11,2014,59,4
1192,176,1,24702,270,3,19,2018,192,5
1214,59,5,16435,162,8,36,2003,12,2
1435,308,7,17145,111,9,44,2007,28,4
1778,398,6,16420,506,8,1,2017,110,7
2527,359,6,4168,651,2,20,2005,3,2
592,177,10,1240,291,10,13,2004,38,6
1133,54,2,6717,648,2,22,2003,165,2
988,166,6,12086,546,6,24,2010,191,3
1658,154,9,4711,501,1,4,2000,144,2
2675,191,5,8088,282,4,6,2013,165,7
2954,182,9,15152,377,7,48,2019,93,1
916,218,3,27269,313,3,5,2002,1,7
284,393,7,11291,305,4,46,2014,13,6
1141,68,5,29798,151,6,24,2018,43,5
1240,53,9,18138,211,4,50,2018,116,1
931,371,2,3834,595,4,32,2012,136,2
2773,142,7,25360,612,7,49,2014,25,5
2783,5,7,24953,588,5,35,2019,133,6
1084,295,1,3890,293,6,12,2005,163,3
1199,227,1,7044,687,9,48,2018,175,4
352,446,6,1281,75,4,37,2020,185,6
1211,319,10,25585,92,3,41,2009,4,2
2135,404,7,22148,460,10,17,2019,91,4
960,135,3,19619,696,10,1,2017,143,5
324,364,9,18299,340,7,4,2019,80,7
2350,205,1,15316,311,3,17,2012,30,3
948,408,6,24914,441,1,11,2021,175,7
1716,180,8,19592,159,10,14,2013,164,7
1811,173,3,28596,576,7,25,2006,171,4
1097,82,3,14836,149,4,18,2008,61,2
921,280,5,14939,450,8,23,2014,46,5
974,397,1,23105,448,9,26,2015,84,3
20,158,6,22997,172,7,31,2019,36,3
9,97,1,50,634,8,18,2011,111,3
2209,342,7,4119,659,3,33,2003,2,3
2848,443,10,4530,212,7,23,2005,152,3
1646,188,2,23598,390,4,46,2016,15,7
724,36,10,3422,626,3,47,2021,10,2
1474,49,1,1497,106,3,12,2009,152,2
2278,316,9,17118,489,8,1,2001,142,6
2418,399,6,27171,413,5,17,2012,162,5
2442,184,9,4598,203,9,36,2010,196,4
920,203,2,26078,682,1,15,2021,103,4
2968,174,9,15635,78,7,42,2015,180,3
507,167,3,12437,442,2,19,2014,88,6
2896,182,5,26753,189,4,48,2007,2,3
85,191,9,23541,624,10,37,2007,184,4
1492,255,2,20642,91,3,20,2000,172,6
1564,361,8,6908,392,8,6,2006,85,2
842,251,1,24059,284,9,3,2014,105,2
619,328,9,1023,249,8,41,2006,153,3
463,66,10,20531,611,8,1,2012,66,1
2593,13,9,28842,159,8,4,2008,126,3
1031,77,1,8820,267,9,22,2012,167,2
867,363,1,3272,586,8,10,2015,161,5
2929,32,5,25806,442,9,42,2008,47,2
2536,276,10,27975,225,2,9,2021,35,2
2745,223,10,13072,166,8,1,2013,117,5
1361,165,2,11356,215,3,32,2016,176,2
193,207,1,10743,332,8,30,2004,178,5
267,36,6,17390,604,2,23,2009,26,7
2335,146,5,1009,308,8,41,2007,166,3
422,31,8,5694,157,6,17,2011,146,6
1323,79,2,10642,236,7,1,2006,66,2
2673,337,7,17999,662,6,2,2014,25,3
34,206,10,9372,355,6,29,2000,162,1
1175,96,9,898,274,7,47,2017,122,4
2514,165,7,18602,589,6,45,2003,30,7
1481,354,1,13233,221,3,24,2012,181,3
353,38,6,20900,215,2,4,2019,93,7
15,433,10,20398,450,10,25,2021,88,3
2828,384,9,3378,699,6,41,2019,176,4
2539,216,10,21587,586,3,33,2012,78,4
916,189,9,6245,233,1,43,2011,185,3
477,382,4,27958,486,2,32,2012,82,5
